"koordinate "	"id. Broj"	"naziv djela"	"ime autora"	"prezime autora"	"godina nastanka"	"tehnika"	"format"	"vlasnik"	"link vlasnik"	"foto kredits"	"glavni narativ uz djelo )pojavljije se kao prvi pasus)"	"sekundarni narativ uz djelo, slijedi nakon prvog, služi obično da se povežu pojedine tačke"	"narativ za koji se veže. Ako ih ima više razdvojiti ih sa tačka zarez, npr: Miunović Milo;Boka kotorska; ovo se pojavljuje nakon teksta o jedinici "	"Column2"	"Column3"	"Column4"	"Column5"
	1046	"Bjeloška brda"	"Aleksandar Aco"	"Prijić"	1952	"ulje na platnu"	"42x60"	"NMCG"		"Geoculture"	"Pejzaž gradi u masivnim, pojednostavljenim planovima, gotovo skulpturalno, s jakim ritmom formi koji podsjeća na Lubardin tretman planinskih masa. Koristi zemljane, zagasite tonove s naglašenim kontrastima i gustim nanosom boje, dok kao protivtežu plavo-sivom koloritu uvodi crvene i žute akcente u prvom planu. Prijić, iako formalno različit, preuzima od Lubarde ključne impulse: monumentalnost forme, dramatizaciju pejzaža i transformaciju prirode u nosioca unutrašnjeg stanja. Ova slika predstavlja primjer kako Lubardin modernistički prelom u jugoslovenskom slikarstvu nije ostao izolovan, već je postao pokretač nove vizuelne osjećajnosti čitave generacije slikara. Umjetnik usvaja i preoblikuje Lubardinu estetiku pejzaža kao unutrašnje drame, čime nastavlja liniju ekspresivnog modernizma u crnogorskom i jugoslovenskom slikarstvu."		"Aleksandar Aco Prijić; Cetinje"				
"42.31943384627687, 19.157744811598302"	1047	"Rapsodija Žabljaka"	"Aleksandar Aco"	"Prijić"	1966	"ulje na platnu"	"149,3 x 184 "	"NMCG"		"Geoculture"	"Žabljak Crnojevića obavijen je sivom izmaglicom koja prekriva naselje u podnožju, kao i jezero raspoznatljivo u pozadini. Slika je načinjena kao predložak za filmski kadar, sa konjanicima koji se uspinju ka utvrđenju, upotpunjena galijama koje se jedva razaznaju po obodu i šatorima turskih osvajača u pozadini. Sve je stopljeno u jedinstven tonski registar, osim objekata i ribarskih mreža koji se neznatno izdvajaju koloritom."	"Žabljak Crnojevića je srednjevjekovno utvrđenje koje se u istorijskim izvorima pominje od XV vijeka kada je bilo prijestonica vladarske vlastele Crnojević, Stefana a kasnije Ivana Crnojevića. Tvrđava je izvorno izgledala kao venecijanska fortifikacija. Naselje je imalo skoro 250 kuća. Turci su ga osvojili 1478. godine, i bio je jedno od njihovih najvažnijih uporišta. Danas se mogu vidjeti malobrojni ostaci dvora Ivana Crnojevića i ruševine crkve Svetog Đorđa, koja je u vrijeme turske vladavine bila pretvorena u džamiju. "	"Aleksandar Aco Prijić; Skadarsko jezero; Žabljak Crnojevića"				
"42.46825211509801, 18.54261917219723"	1048	"Pogled s Orjena"	"Aleksandar Aco"	"Prijić"	1973	"ulje na platnu"	"80x113"	"NMCG"		"Geoculture"	"Lazurna sivo-ljubičasta površina mora nadovezuje se na žutu površinu neba, kojom dominira intenzivno crveno sunce. U prvom planu gusto rastinje oblikovano je pastuoznim nanosima zelene i smeđe boje, dok je na sličan način tretiran i dio poluostrva u pozadini."		"Aleksandar Aco Prijić; Herceg Novi"				
	1049	"Predio"	"Aleksandar Aco"	"Prijić"	1956	"ulje"	"75,5x99"	"NMCG"		"Geoculture"	"Primorski predio s drvetom u prvom planu i nekoliko kuća u pozadini. Kolorit je intenzivan, s izraženim plavim i zelenim tonovima, dok su ostale partije nešto pastelnije."		"Aleksandar Aco Prijić"				
"42.30543151537761, 18.89802595196257"	1050	"Spaljeni Brajići"	"Aleksandar Aco"	"Prijić"	1961	"ulje na lesonitu"	"78,5x95,4"	"NMCG"		"Geoculture"	"Predstava sela s napuštenim kućama u podnožju brda. Kolorit je sivo-zelen, s izraženim kontrastima svjetla i sjenke koji grade atmosferu dramatičnosti. Jedini akcenti su crveno-narandžasti šipkovi u prvom planu. Na ovom djelu može se prepoznati uticaj nekih ranih radova Petar Lubarda, koje odlikuje taman kolorit."		"Aleksandar Aco Prijić; Cetinje"				
	1052	"Klisura kod Kolašina"	"Vuko"	"Radović"		"ugljen na papiru "	"45 x 64 cm"	"NMCG"		"Geoculture"	"Na ovom radu primjetno je iskustvo studiranja kod profesora Ljube Ivanovića u tretmanu motiva. Različito gradiranje gustine nanosa olovkom stvara dinamiku između tamnih površina u prvom planu i prozračne pozadine. Posebno je akcentovan planinski masiv, čime se obezbjeđuje dramatičnost predstave pejzaža."		"Vuko Radović; Kolašin"				
"42.256388,18.891045"	1054	"Sveti Stefan"	"Vuko"	"Radović"	1959	"ulje na platnu"	"65,5x54"	"NMCG"		"Geoculture"	"Slika predstavlja studiju pejzaža, s ujednačenim toplim koloritom koji oživljava primorsku atmosferu. Prikaz Svetog Stefana odlikuje geometrijska organizacija forme: arhitektonske mase kuća i bedema svedene su na strogo definisane oblike, gotovo kubističke logike, ali bez potpune apstrakcije. Perspektiva je blago povišena, čime se dodatno naglašava zatvorenost prostora. Boje su zasićene — crvene krovne plohe, kameni sivi i zemljani tonovi izbalansirani su u skladnu paletu. Naglašena svjetlost pojačava osjećaj forme i prostora."	"U odnosu na kasniji Radovićev kolorit, ovdje je još prisutan oslonac na prirodne tonove, ali već jasno podvrgnute stilizaciji i apstrahovanju. Linija je čvrsta i jasna, a rukopis pokazuje disciplinu i strukturalnost, karakteristične za njegov pristup krajem pedesetih godina, u ravnoteži između klasične forme i modernističke redukcije u toplom tonalitetu."	"Vuko Radović; Sveti Stefan"				
"42.774960,18.944249"	1056	"Onogošt"	"Ilija"	"Šobajić"	1938	"crtež olovkom "	"32,5x 45"	"NMCG"		"Geoculture"	"Nikšićki „bedem“, osmanska tvrđava Onogošt, analitički je predstavljena, sa nešto širim pogledom na zidine i okolni ambijent, sa kućama u podnožju brda. Umjetnik radi u serijama, pa se isti motiv često sagledava iz različitih perspektiva, kao što je slučaj i s ovim utvrđenjem."	"Tvrđava Onogošt nosi naziv po nekadašnjem imenu grada Nikšića i predstavlja jedno od najznačajnijih fortifikacionih utvrđenja u ovom dijelu Crne Gore. Tvrđava je duga oko 214 metara i ima dvije kule, a smještena je na uzvišenju iznad Nikšićkog polja, odakle se pruža širok pogled na okolni prostor. Smatra se da je prvobitno sagrađena u IV vijeku, iako pojedini istraživači ukazuju na mogućnost da je nastala nešto kasnije. Današnji izgled u velikoj mjeri potiče iz perioda osmanskog carstva, kada je utvrđenje dobilo svoj prepoznatljiv oblik i vojnu funkciju. Unutar zidina nalazila su se i dva objekta namijenjena stanovanju. Danas ovaj kulturno-istorijski lokalitet služi kao mjesto održavanja kulturnih manifestacija, izložbi i okupljanja, kao i vidikovac s panoramskim pogledom na grad i okolinu."	"Ilija Šobajić; Nikšić"				
"42.355607,19.027022"	1057	"Rijeka  Crnojevića"	"Vojislav Vojo"	"Stanić"	1967	"ulje na platnu"	"60x60"	"NMCG"		"Geoculture"	"Pogled na prepoznatljivi most na Rijeci Crnojevića iz pozicije Riječkog pazara. Predstava muškarca i žene u tradicionalnoj nošnji suprotstavljena je figurama modernije odjevenim. Kolorit je ujednačen u oker-smeđim tonovima, s crvenim akcentima u detaljima i plavom površinom vode. Karakterističan duhoviti manir Stanićevog slikarstva prisutan je i na ovom djelu."		"Vojo Stanić; Rijeka Crnojevića"				
"42.455549,18.527053"	1058	"Topla Njegoševa škola"	"Luka"	"Stanković"	1948	"olovka na papiru"	"44x31,3"	"NMCG"		"Geoculture"	"Minucioznim crtežom, uz upotrebu snažnih kontrasta svjetla i sjenke, prikazana je grupa gusto zbijenih kuća na Toploj u Herceg Novom. Predio je definisan različitim vrstama šrafure, čime se uspostavlja odnos između rastinja i fasada objekata. Na crtežima Luke Stankovića može se prepoznati uticaj njegovog profesora, poznatog crtača Ljubomira Ivanovića. Usmjerenost ka figurativnom, realističkom i dokumentarnom pristupu vidljiva je na gotovo svakom njegovom radu. Uprkos mnoštvu detalja, crtež ostaje lišen naturalizma."		"Luka Stanković; Herceg Novi"				
"42.45207742627126, 18.553673076240056"	1059	"Manastir Savina"	"Luka"	"Stanković"	1947	"olovka na papiru"	"40x50"	"NMCG"		"Geoculture"	"Kompozicija predstavlja prilaz porti sa pročeljima Male i Velike crkve Uspenja Bogorodice. Pogled na crkve s zvonikom flankiran je rastinjem, među kojim se naročito izdvajaju tri čempresa, naglašeni intenzivnim tamnim sjenčenjem olovkom."		"Luka Stanković; Herceg Novi"				
"42.278290971164346, 18.837378180108853"	1060	"Budva"	"Luka"	"Stanković"	1949	"olovka na papiru"	"48,5x34,5"	"NMCG"		"Geoculture"	"U primorskim motivima (Budva) površina je prozračnija, linija mekša, uz prisustvo blage modulacije. U njegovim radovima nema grandioznih panorama ni teatralnosti; umjesto toga birani su diskretni motivi — obronci, rubovi grada, stijene i krošnje — koji se doživljavaju iz blizine i pozivaju na kontempliranje predjela."		"Luka Stanković; Budva"				
"42.595705,19.945979"	1061	"Kula u Plavu"	"Luka"	"Stanković"	1950	"olovka na papiru"	"48,5 x 38 cm"	"NMCG"		"Geoculture"	"Crtež donosi sažet i neposredan prikaz kule u Plavu, sagledane u njenom autentičnom ambijentalnom okruženju. Autor se oslanja na sigurnu, disciplinovanu crtačku liniju i pažljivo nijansiranje olovkom, gradeći volumen arhitekture kroz odnos svjetla i sjene, bez suvišnih detalja. Masiv kule naglašen je vertikalom i zatvorenom formom, dok okolni objekti, rastinje i put blago omekšavaju kompoziciju i uvode osjećaj života i prostorne dubine. Ovaj crtež ukazuje i na autorovu težnju ka bilježenju, a time i očuvanju, autentičnog kulturnog nasljeđa. "	"Kamene kule čine prepoznatljivo obilježje plavsko-gusinjskog kraja, razvijano od XVI do početka XX vijeka, sa izraženom stambeno-odbrambenom funkcijom. Među njima se posebno izdvaja Kula Redžepagića u Plavu, najstariji i najočuvaniji objekat ovog tipa, koja se vezuje za 1671. godinu i Hasan-bega Redžepagića. Građena od masivnog kamena, sa puškarnicama i osmatračnicama, kula je objedinjavala odbranu i svakodnevni život, dok je kasnijom dogradnjom drvenog čardaka dodatno naglašena njena arhitektonska slojevitost. Kao rijedak primjer feudalnog utvrđenog stana, Kula Redžepagića ima izuzetnu kulturno-istorijsku vrijednost i predstavlja dragocjeno svjedočanstvo graditeljske i društvene prošlosti ovog prostora."	"Luka Stanković; Plav"				
"43.154884,19.103916"	1062	"Žabljak"	"Luka"	"Stanković"	1950	"olovka na papiru"	"35,8x49"	"NMCG"		"Geoculture"	"Minuciozno realizovan crtež, s pojedinim gotovo obojenim tamnim partijama, ukazuje na autorovu vještinu u prikazivanju odabranog motiva i njegovom približavanju atmosferi mira i kontemplacije kojom odiše ovaj planinski predio. U crtežima s motivima iz sjevernih krajeva (Žabljak, Plav) često koristi slojevito sjenčenje i razuđeni potez, čime se postiže osjećaj punoće prostora. Crtež prikazuje Hotel Durmitor, jedan od prvih objekata turističke infrastrukture na Žabljaku, izgrađen tridesetih godina 20. vijeka.
"		"Luka Stanković; Žabljak"				
"42.45122183631906, 18.540420834273874"	1063	"Herceg Novi"	"Savo"	"Vujović"	1951	"tempera na papiru"	"30,3x41"	"NMCG"		"Geoculture"	"Niski, kameni zid i gusto rastinje dominiraju prvim planom, dok se u pozadini naziru kuće i dio tvrđave. Zelenilo je komponovano kratkim, zbijenim nanosima boje, u kontrastu s posnom, pastelnom površinom fasada i ujednačenim koloritom neba. Topao kolorit i prisustvo svjetlosti ovu kompoziciju približavaju načelima impresionizma, slikarstvu Pol Sezana i iskustvima slikanja u prirodi."		"Savo Vujović; Herceg Novi"				
"42.459323485138604, 18.514198287247147"	1064	"Igalo"	"Savo"	"Vujović"	1949	"tempera ili ulje na platnu"	"34x41"	"NMCG"		"Geoculture"	"Urbani dio naselja sa kućama i ulicom koja se prostore dijagonalno u dubinu. U pozadini se nazire brdo obasjano suncem."		"Savo Vujović; Herceg Novi"				
"42.45374745890622, 18.526464597546386"	1065	"Stijena "	"Savo"	"Vujović"	1951	"ulje"	"35x47"	"NMCG"		"Geoculture"	"U prvom planu kompozicije nalazi se kupasta stijena, minuciozno obrađena oker-zelenim, gustim nanosima. Brdo i nebo u pozadini realizovani su posnijim, ujednačenim nanosima plavih tonova."		"Savo Vujović; Herceg Novi"				
"41.922060562415886, 19.205867818724105"	1066	"Ulcinj"	"Savo"	"Vujović"	1932	"ulje na kartonu"	"34,8x44"	"NMCG"		"Geoculture"	"Topao kolorit i pastelni tonovi predstavljaju jednu od osnovnih karakteristika njegovih pejzaža, što je odlika i ovog djela. Variranjem boja, od oker i zelenih do plavih tonova, dočarava se primorska atmosfera. Svedeni nanosi, bliski geometrizmu i bez zalaženja u detalje, izbalansiranom paletom dočaravaju pogled na zidine starog Ulcinja. Tek poneki detalj, realizovan u intenzivnom zelenom nanosu, prividno narušava prozračnost kompozicije."		"Savo Vujović; Ulcinj"				
"42.383845,18.924476"	1067	"Predio iz okoline Cetinja"	"Mihajlo"	"Vukotić"	1933	"ulje na platnu"	"58x68"	"NMCG"		"Geoculture"	"Naglašen kolorit i ekspresionistički potez znatno su različiti u odnosu na ranije radove. Intenzivan, taman, dominantno smeđe-zeleni kolorit potencira kompoziciju upotrebom različitih poteza i gustom nanosom boje. Tek ponegdje se probija bakarno-crvena površina krovova kuća, gotovo u potpunosti zaklonjenih gustim rastinjem. Slika je nastala u periodu koji se smatra prekretnicom u njegovom stilu i koji je nagovijestio novi pristup u načinu slikanja. Tokom tridesetih godina 20. vijeka češće boravi u Crnoj Gori, gdje slika motive iz Cetinja i primorja. Pejzaž ga sve više zaokuplja kao tema, uz izraženu dimenziju kontemplativnosti."		"Mihailo Vukotić; Cetinje"				
"41.922375,19.206223"	1068	"Ulcinj"	"Mihajlo"	"Vukotić"		"ulje na platnu"	"39x54"	"NMCG"		"Geoculture"	"Prigušeni, pastelni plavi i sivi tonovi, melanholično raspoloženje i svjetlost koja omekšava prizor obavijaju gradsko utvrđenje i okolne stijene. Pastelna paleta plavih, oker i zelenih tonova, variranih u raznim nijansama koje se međusobno prožimaju, stvara utisak harmonične kompozicije specifične, elegijske ljepote. Najveći stepen poetizacije prizora postigao je slikajući Ulcinj, dajući mu mnoga lica. Područje Starog grada i njegove okoline predstavljali su nepresušnu inspiraciju, tako da se u njegovom opusu nalazi više slika posvećenih ovoj temi. "		"Mihailo Vukotić; Ulcinj"				
"41.92743299185854, 19.197271839472513"	1069	"Motiv iz Ulcinja"	"Mihajlo"	"Vukotić"		"ulje na platnu"	"53 x 67,5 "	"NMCG"		"Geoculture"	"Pejzaž je sveden na visok stepen apstrakcije i definisan intenzivnim bojenim nanosima ograničenog broja tonova — smeđe, zelene i plave — kojima se gradi dramatična atmosfera mora pred oluju. Umjetnik je u svojim dnevnicima često bilježio razmišljanja o umjetnosti, dajući i konkretna uputstva za slikanje: „Kad se crta oblačno nebo, prvo skiciraj i tačno ograniči konture, pa potom svakom prostoru označi gdje dolazi boja i zatim radi sam, jer je usljed stalnog kretanja oblaka drugačije nemoguće.“ (katalog M. Vukotić, NMCG, str. 88)"		"Mihailo Vukotić; Ulcinj"				
"42.45140505539516, 18.537127564523377"	1070	"Herceg Novi"	"Miloš"	"Vušković"	1952	"ulje na  kartonu  "	"57,5x 71,5 "	"NMCG"		"Geoculture"	"Predstava pogleda na zaliv u kojoj prvim planom dominira gradsko jezgro, dok drugi plan ispunjava more. Pastelni kolorit dočarava primorsku atmosferu okupanu suncem. Forme su svedene na bojene geometrijske plohe, bez zalaženja u detalje."		"Miloš Vušković; Herceg Novi"				
"42.401128542875114, 18.924466154181967"	1071	"Cetinje"	"Miloš"	"Vušković"	1959	"ulje na lesonitu"	"81,7x 94    "	"NMCG"		"Geoculture"	"Apstraktna kompozicija, dominantno u plavim tonovima, sa svijetlim plohama i crvenkastim akcentima u središtu. Ovo je jedan od radova na kojem je primjetno Vuškovićevo usmjerenje ka potpunom svođenju formi i definisanju pejzaža isključivo pomoću bojenih nanosa različitog intenziteta."		"Miloš Vušković; Cetinje"				
"43.1581378363769, 19.119892120371148"	1072	"Durmitor"	"Miloš"	"Vušković"	1952	"ulje "	"70x100"	"NMCG"		"Geoculture"	"Intenzivan kolorit, u kojem dominiraju zeleni i plavi tonovi, oblikuje prizor s dramatično riješenim planinskim vrhovima u pozadini, odvojenim od neba tamnom konturom. Kompozicija postepeno skreće ka apstrahovanju formi, što će u kasnijim godinama rezultirati potpunom apstrakcijom i još intenzivnijim koloritom."		"Miloš Vušković; Žabljak"				
"42.38285406684862, 18.924865361289033"	1073	"Gruda"	"Miloš"	"Vušković"	1960	"ulje na kartonu"	"50x70"	"NMCG"		"Geoculture"	"Apstraktna kompozicija kolorističkim intervencijama definiše predio u kojem se može prepoznati karakteristično uzvišenje, tzv. Glavica. Prikaz pejzaža dat je više kao skica, s dominantno smeđim i oker partijama, uz zelene i crveno-narandžaste akcentovane površine. Budući da je veći dio života proveo na Cetinju, predjeli koji su ga okruživali predstavljali su neiscrpnu inspiraciju za njegova likovna istraživanja."		"Miloš Vušković; Cetinje"				
"42.45121109765598, 18.539170573854815"	1074	"Herceg Novi"	"Miloš"	"Vušković"		"ulje"	"84x110"	"NMCG"		"Geoculture"	"Pogled na grad iz pravca Meljina, sa bogatom florom i dijelom zaliva u pozadini. Naglašeni zeleni tonovi i kuće skladno su ukomponovani među rastinje."		"Miloš Vušković; Herceg Novi"				
"42.451489451754945, 18.552187500817368"	1075	"Herceg Novi"	"Miloš"	"Vušković"		"ulje na platnu"	"68 x 97 "	"NMCG"		"Geoculture"	"Pogled na zaliv ispunjen gustim rastinjem i zelenilom koje prekriva brdo, u čijem se podnožju nazire naselje. Topao, intenzivan plavo-zeleni kolorit dominira predstavom."	" "	"Miloš Vušković; Herceg Novi"				
"42.38243204569674, 18.831309451224"	1076	"Ivanova korita"	"Miloš"	"Vušković"	1961	"ulje na kartonu"	"61x72,5"	"NMCG"		"Geoculture"	"Predio je definisan uskovitlanim nanosima, isprepletenim crnim, oker, ružičastim i plavim, posno nanesenim potezima. Značajan broj radova iz zbirke Umjetničkog muzeja autor je poklonio ovoj instituciji."		"Miloš Vušković; Cetinje"				
"42.74289000831428, 19.67079240111117"	1077	"Komovi"	"Miloš"	"Vušković"	1967	"ulje na papiru"	"65,8x100"	"NMCG"		"Geoculture"	"Kompozicijom dominiraju pastelno plave površine, oblikovane valovitim linijama koje grade pejzaž. Dinamiku dodatno potenciraju tamni i crveni akcenti, krovovi koliba. Uprkos visokom nivou apstrahovanja, tek vidljiva silueta u pozadini, dva karakteristična vrha Komova, nedvosmisleno smješta ovu predstavu u realni prostor."		"Miloš Vušković; Kolašin"				
"42.35643486444356, 19.02249261386003"	1078	"Obod"	"Miloš"	"Vušković"	1953	"pastel na papiru "	"41x58,5"	"NMCG"		"Geoculture"	"Pogled na Obodski grad koji se izdiže iznad naselja. Dominantan kolorit je zeleni, s gustim šrafurama koje definišu uzvišenje, dok su oker i crvene plohe upotrijebljene za naznačavanje arhitekture."		"Miloš Vušković; Rijeka Crnojevića"				
